file,target
586043.wav,1 1 1 0 0
586581.wav,1 1 1 1 0 0
588123.wav,1 1 1 1 1 1
588161.wav,0 1 0 0 0 0 0 0
589794.wav,1 1 1
590349.wav,1 1 1 0
591491.wav,1 0 1 1 1 0 1 0 1 0 0 1 1 1 0
596507.wav,1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
596594.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
597574.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
599610.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
599612.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
599939.wav,1 0 0 1 1
602135.wav,1 1 1 1
602136.wav,1 1
602138.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
602139.wav,1 1
602140.wav,1 1 1 1 1 1 1
602142.wav,1 1 1 1
610900.wav,1 1 1 1 1 1 1 0
613407.wav,1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
613772.wav,1 1 1 0 0 1 1 1 0 1 1
613782.wav,1 1 1
614668.wav,1 1 1 1 1 1 1 1 1 1 0
61531.wav,1 1 1 1 1 1 1 1 1 1 1 1 0 1 0
61568.wav,1 1 1 1 1 1 1 1
616047.wav,1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
616123.wav,1 1 1
618101.wav,1 0 1 1 1
618116.wav,1
619558.wav,1 1 1 1 1 1 0
620306.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
620307.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
620725.wav,1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
620735.wav,1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1
622736.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
625434.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
628757.wav,1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
630550.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
630913.wav,1 1 1 1 1 1 1
632447.wav,1 1 1 1 1 1 1 1 1 1 0
632448.wav,1 1 0
632826.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
634597.wav,1 1 1 1 1 1
634598.wav,1 1 1 1 1 1 1
635108.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
635352.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
636247.wav,1 1 1 1 1 1 1 1 1 1 1 1
637034.wav,1 1
637062.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
637063.wav,1 1 1 1
637483.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
638044.wav,1 1
638121.wav,1 1 1 1 1 1
638122.wav,1 1 1 1 1 1 1 1 1
638636.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
638683.wav,1 1 1 1 1 0
638720.wav,1 1 1 1 1 1 0
639583.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
639584.wav,1 1 1
640009.wav,1 1 1 1 1 1 1 1 1 1
640025.wav,1 1
640434.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
640447.wav,1 1 1 1 1 1 1 1 1 1 1
640449.wav,1 1 1 1 0 1 0 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
640451.wav,1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
640452.wav,1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1
640457.wav,1 1 1 1 1 1 1 1 1
640506.wav,1 1 1 1 1
641335.wav,1 1 1 1
642066.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
642442.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
642758.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
643142.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
643143.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
643250.wav,1 1 1
643251.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
643336.wav,1 1 1 1 1 1 1 1 1 1 1 1 0 0
643611.wav,1 1 1 1 1 1 1 1 1 1 1
643827.wav,1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0
644416.wav,1 1 1 1 1 1 1 1 1 1
644428.wav,1 1 1 1 1 1 1 1
644615.wav,1 1 1 1 1 1 1 1 0
644669.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
644691.wav,1 1 1 1 1 1 1 1 1 1
644824.wav,1 1
644872.wav,1 1 1 1
644985.wav,1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1
645008.wav,1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1
645021.wav,1 1 1 1 1 0 1 1 1 1 1 1 1
645040.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
645045.wav,1 1 1 1 1 1 1 1 1 1 1
645329.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
645771.wav,1 1 1 1 1 1 1
646182.wav,1 1 1 1 1 1 1 1
646439.wav,1 1 1 0
646597.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
646630.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
646834.wav,1
646836.wav,0 1 1
646980.wav,1 1 1 1 0
647219.wav,1 1 1 1 1 1
647221.wav,1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
647248.wav,1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
647249.wav,1 1 1 1 1 1 1
647390.wav,1 0 1 1 1
647533.wav,1 1 1 1 1 1
647887.wav,1 1 1 1 1 1 1 0
648193.wav,1 1
648434.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
648440.wav,1 1 1 1 1 1 1 1 1 1
648441.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
648442.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
648470.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
648508.wav,1 1 1 1 1 1 1 1 1 1 1
648509.wav,1 1 1 1 1 1 1 1 1
648510.wav,0 1 1 1 1 1 1 1 1
648511.wav,1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
648532.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
648534.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
648535.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
648536.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
648537.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
648539.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
648541.wav,1 1 1 1 1 1 1 1 1 1
648544.wav,1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
648545.wav,1 1 1 1 1 1 1 1 1
648546.wav,1 1 1 1 1 1
648557.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
648585.wav,1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
648586.wav,1 1 1 1 1 1 1 1 1 1 1
648907.wav,1 1 1 1 1 1 1
648983.wav,1 1 1 1 1 1 1 1 1 1
649022.wav,1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0
649576.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
649791.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
649828.wav,1 1 1 1 0 0 1 1 0 0 1 1 1 0 1 1 1 0 1 0
649923.wav,1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
650010.wav,1 1 0 0 1 1 1 1 1
650211.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
650256.wav,1 1 1 1 1 1 1 0 1 1 1 0
650460.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
650605.wav,1 1 1 1 1 1 1
650606.wav,1 1 1 1 1 1 1 1 1 1 1
650654.wav,1 0 1 1 0
650664.wav,1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
650713.wav,1 1 1 1 1
651257.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
651293.wav,1 1 1 1 1 1 1 1 1 1 1
651505.wav,1 1 1 1 1 1 1 1 1 1 1 1
651560.wav,0 0 0 0 1 1 1 1 1 0
652102.wav,1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1
652103.wav,1 1 0
652341.wav,1 1 1 1 1
652955.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
652962.wav,1 1 1 1 1 1 1 1
653278.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
654183.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
654688.wav,1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
655463.wav,1 1 1 1 1 1
655464.wav,1 1 1 1 1 1 1 1 1 1 1 1
655531.wav,1 1 1 0 0 1 1 1 1 1 1 0
655592.wav,1 0 0 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
656163.wav,1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0
656278.wav,1 1 1 1 1 1 1 1 1
656280.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
656283.wav,1 1 1
656351.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
656375.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
656460.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
656462.wav,1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
656463.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
656464.wav,0 1 1 1 1 1 1
656734.wav,1 1 1 1 1 1 1 1 1 1 1
656774.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
657238.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
657239.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
657270.wav,1 1 1 1 1 1 1 1 1 0
658345.wav,1 1 1 1 1 1 1 1
658446.wav,1 1 1 1 1 1 1 0 1
658893.wav,1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0
659241.wav,0 0 1 1 1 1 1 1 1
659607.wav,1 1 1 1
660357.wav,1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 1 0 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1
660358.wav,1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0
660568.wav,1 1
660697.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
661189.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
661196.wav,1 1 1
661197.wav,1 1 1 1 1 1 1 1 1
661402.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
661577.wav,1 1 1 1 1 1 1 1 1 1 0
661880.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
662303.wav,1 1 1 1 1 1 1
662685.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
662961.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
663177.wav,1 1 1
663333.wav,1 1 1 1
663473.wav,1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 1 1 1 0 1
664785.wav,1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
664844.wav,1 1 1 1 1 1
664846.wav,1 1 1 1 1 1
664850.wav,1 1
664852.wav,1 1 1 1 1 1 1 1 1 1 1 1
666077.wav,0 1 1 0 0
666093.wav,0 1 1 0 0 0 1 1 1 1 1 1 1 1
666707.wav,1 1 1 1
666813.wav,1 1 1
666814.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 0
666831.wav,1 1 1 1 1
666832.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
666927.wav,1 1 1 1 1 1 1 1 1 1 0
666929.wav,1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1
666952.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
666955.wav,1 1 1 1 1 1 0 1
667174.wav,0 0 1 1 1 1 0 1 0 1 1 1 0 0
667734.wav,1 1 1 1 1
667874.wav,1 1 1 1 1 1 1 1 1 1 1
667966.wav,1 1 1 1 1
667968.wav,1 1 1
668529.wav,0 0 1 0
668549.wav,1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 1 0
669377.wav,0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0
669378.wav,0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
669720.wav,1 1 1
669844.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
669846.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
669847.wav,1 1 1 1 1
671594.wav,1 0 0 1 1 0 1 1 0 0 0 0 0
671742.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
671744.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
671745.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
671746.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
671747.wav,0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
672434.wav,1 1 1 1 1
672748.wav,1 1 1 1 1 1 0
672749.wav,0 1 1 1
672751.wav,1 1 1 1 1 0
672753.wav,1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1 0 0
672754.wav,1 1 1 1 1
673611.wav,1 1 1 1 0
673612.wav,1 1 1
677989.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
679532.wav,1 1 0
681224.wav,1 1
681225.wav,1 1 0
681581.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1
681582.wav,1 1 1 1
681583.wav,0 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0
687311.wav,1 1 1 1 1 1 1 1 1 1 1 1
687312.wav,1 1 1 1 1 1 1 1 1 1 1 1
687313.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
687314.wav,1 1
687315.wav,1 1 1 1 1 1 1 1 1
687316.wav,1 1 1 1 1 1 1 1 1 1
687319.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
688063.wav,0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 1
688065.wav,1 1
688067.wav,0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 0 1 1
688068.wav,1 1 1 1 1 1
688140.wav,1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
688214.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
688937.wav,1 1 1 0 1 1 0
688940.wav,1 1 1 1 1 1 1
690701.wav,1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0 0 1 0 1 1 1 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 0 1 0 1 0 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0
691427.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
692041.wav,0 1 1 0 1 0 0 1 0 0 0 1 1 0 1 1 1 0 1 1 1 1 1
692043.wav,1 1 1 1 1 1 0
692707.wav,1 1 1 1 1 1
694900.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
694960.wav,1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1
696900.wav,0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
697394.wav,1 1 1 1 1
698238.wav,1 1 1 1 1 1 0
699416.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
700785.wav,1 1 1 1 1 1 1 1
700787.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
71741.wav,1 0 1 1 1 0 0 1 1
75398.wav,1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
76341.wav,1
76376.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
76767.wav,1 1
76768.wav,1 1 1 1 1 1
76769.wav,1 1 1 1 1 1
76770.wav,1 1 1 1
76771.wav,1 1
76772.wav,1 1 1 0
76773.wav,1 1 1 1
76775.wav,1 0 1
76776.wav,1 1 1 1
76777.wav,1 1 1 1 1 1 1 1
76778.wav,1 1 1 1 1 1 0
77619.wav,1 1 1 1 1 1 0
77912.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
77913.wav,1 1 1 1 1 0 1 1 1 1 1
78928.wav,1 1 1 1 1 0
79651.wav,1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
79994.wav,1 1 1 1 1 1 1 0 1 0 0 0 1
80637.wav,1 1 1 1 1 1 1
80706.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
81347.wav,1 1 1 1 1
82020.wav,1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1
82021.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
82022.wav,1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
82609.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
82975.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
83194.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
88997.wav,1 1 1 1 1 1 1 1 1
91160.wav,1 1 1 1 1 1 1 1
91943.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
100612.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
100996.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
100997.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101507.wav,1 1 1 1 1 1
101548.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101938.wav,1 1 1 1 0
102182.wav,1 1 0 1 1 1 0 1 1 1
102789.wav,1 1 1 1 0
103580.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
103581.wav,1 1 1 1 1 1
103722.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
104087.wav,1 1 1 1 1 1 1 1 1
104603.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
104605.wav,1 1 1 1 1 1 1 1 0
104606.wav,1 1 1 1 1 1 1 1 1
105518.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
106075.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
106114.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
106185.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
109673.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
110341.wav,1 1 1 1 1 1 1 1 1 0
112557.wav,1 1 1 1 1 0 0 1 1 1 1 1 1 1
112559.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
113362.wav,1 1 1 1 1 1 1 1 1
113363.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
121022.wav,1 1 1 1 1 1 1 1 1 1 1 1
122107.wav,1 0 0 1 1 0 1 0 1
122109.wav,1 0 1 0 1 0 1 1 1
124047.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
124048.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
124049.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
124050.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
